Spectra of the displacement (only positive half of the frequency range, not doubled in amplitude) 
Units as in the International System of Units (Hz, m, m/s, m/s^2) 
Time = 2012_11_12_11_15_04 - R= 0.63765 - M= 1.8 - Station =  INSH  - Channel = 1 
-------------------- 
f 	 Re 	 Im 	 Abs 
  2.6660144e+00 -1.9688491e-06 -1.5961883e-06  2.5345973e-06
  2.6741674e+00 -2.3460958e-06 -1.0526977e-06  2.5714466e-06
  2.6823203e+00 -2.5899545e-06 -2.7085928e-07  2.6040793e-06
  2.6904733e+00 -2.5137864e-06  5.7947625e-07  2.5797122e-06
  2.6986262e+00 -1.8404014e-06  1.0942753e-06  2.1411482e-06
  2.7067792e+00 -1.4382294e-06  1.3163514e-06  1.9496883e-06
  2.7149321e+00 -1.2406652e-06  1.3767442e-06  1.8532875e-06
  2.7230851e+00 -9.1359745e-07  1.3591033e-06  1.6376269e-06
  2.7312380e+00 -5.2570495e-07  1.5194751e-06  1.6078465e-06
  2.7393910e+00 -4.8324987e-07  1.4162544e-06  1.4964314e-06
  2.7475439e+00 -3.4500323e-07  1.2720885e-06  1.3180426e-06
  2.7556969e+00 -4.0003586e-07  1.4478497e-06  1.5020976e-06
  2.7638498e+00 -2.3331175e-07  1.5925496e-06  1.6095492e-06
  2.7720028e+00  2.6420406e-07  1.9724156e-06  1.9900320e-06
  2.7801557e+00  5.9743548e-07  1.9841381e-06  2.0721325e-06
  2.7883087e+00  9.9120944e-07  2.1731780e-06  2.3885558e-06
  2.7964616e+00  2.0010039e-06  2.0680829e-06  2.8776698e-06
  2.8046146e+00  2.6515802e-06  1.5308242e-06  3.0617479e-06
  2.8127675e+00  3.1161888e-06  5.6027903e-07  3.1661562e-06
